,precision,recall,f1-score,support
0.0,0.5574324324324325,0.8672798948751642,0.6786632390745502,761.0
1.0,0.45989304812834225,0.14098360655737704,0.21580928481806777,610.0
accuracy,0.5441283734500365,0.5441283734500365,0.5441283734500365,0.5441283734500365
macro avg,0.5086627402803874,0.5041317507162706,0.44723626194630894,1371.0
weighted avg,0.5140341651636542,0.5441283734500365,0.4727253017321328,1371.0
