,precision,recall,f1-score,support
0.0,0.5580589254766031,0.8462549277266754,0.6725848563968668,761.0
1.0,0.4608294930875576,0.16393442622950818,0.24183796856106407,610.0
accuracy,0.5426695842450766,0.5426695842450766,0.5426695842450766,0.5426695842450766
macro avg,0.5094442092820803,0.5050946769780918,0.45721141247896546,1371.0
weighted avg,0.5147985653326805,0.5426695842450766,0.48093233883316167,1371.0
