,precision,recall,f1-score,support
0.0,0.5581196581196581,0.8580814717477004,0.6763335059554635,761.0
1.0,0.4626865671641791,0.15245901639344261,0.22934648581997533,610.0
accuracy,0.5441283734500365,0.5441283734500365,0.5441283734500365,0.5441283734500365
macro avg,0.5104031126419186,0.5052702440705715,0.4528399958877194,1371.0
weighted avg,0.5156585454407069,0.5441283734500365,0.47745525483755846,1371.0
