,precision,recall,f1-score,support
0.0,0.5500758725341427,0.9526938239159002,0.6974506974506975,761.0
1.0,0.32075471698113206,0.027868852459016394,0.05128205128205129,610.0
accuracy,0.5412107950401167,0.5412107950401167,0.5412107950401167,0.5412107950401167
macro avg,0.4354152947576374,0.4902813381874583,0.37436637436637443,1371.0
weighted avg,0.44804384854629703,0.5412107950401167,0.40995042453831665,1371.0
