,precision,recall,f1-score,support
0.0,0.7505543237250555,0.8872870249017037,0.8132132132132132,1526.0
1.0,0.8763479511143063,0.7303774715398442,0.7967320261437909,1669.0
accuracy,0.805320813771518,0.805320813771518,0.805320813771518,0.805320813771518
macro avg,0.8134511374196809,0.8088322482207739,0.8049726196785021,3195.0
weighted avg,0.8162662373753402,0.805320813771518,0.8046037918614555,3195.0
