,precision,recall,f1-score,support
0.0,0.8423645320197044,0.22411533420707733,0.35403726708074534,1526.0
1.0,0.5754750806740767,0.9616536848412223,0.7200538358008075,1669.0
accuracy,0.6093896713615023,0.6093896713615023,0.6093896713615023,0.6093896713615023
macro avg,0.7089198063468906,0.5928845095241498,0.5370455514407764,3195.0
weighted avg,0.7029471629130213,0.6093896713615023,0.5452365325561079,3195.0
