,precision,recall,f1-score,support
0.0,0.989247311827957,0.9646133682830931,0.9767750497677505,1526.0
1.0,0.968365553602812,0.9904134212103056,0.979265402843602,1669.0
accuracy,0.9780907668231612,0.9780907668231612,0.9780907668231612,0.9780907668231612
macro avg,0.9788064327153845,0.9775133947466994,0.9780202263056763,3195.0
weighted avg,0.9783391257629281,0.9780907668231612,0.9780759572117556,3195.0
