,precision,recall,f1-score,support
0.0,0.6884422110552764,0.8253012048192772,0.7506849315068493,332.0
1.0,0.8962432915921288,0.8016,0.8462837837837837,625.0
accuracy,0.8098223615464994,0.8098223615464994,0.8098223615464994,0.8098223615464994
macro avg,0.7923427513237026,0.8134506024096386,0.7984843576453164,957.0
weighted avg,0.824153470549041,0.8098223615464994,0.8131188736939798,957.0
