,precision,recall,f1-score,support
0.0,0.4617737003058104,0.45481927710843373,0.4582701062215478,332.0
1.0,0.7126984126984127,0.7184,0.7155378486055777,625.0
accuracy,0.6269592476489029,0.6269592476489029,0.6269592476489029,0.6269592476489029
macro avg,0.5872360565021115,0.5866096385542169,0.5869039774135627,957.0
weighted avg,0.625648251241418,0.6269592476489029,0.6262871793563636,957.0
