,precision,recall,f1-score,support
0.0,0.9292035398230089,0.9487951807228916,0.9388971684053651,332.0
1.0,0.9724919093851133,0.9616,0.9670152855993563,625.0
accuracy,0.9571577847439916,0.9571577847439916,0.9571577847439916,0.9571577847439916
macro avg,0.9508477246040611,0.9551975903614458,0.9529562270023607,957.0
weighted avg,0.9574744185861387,0.9571577847439916,0.9572606200733321,957.0
