,precision,recall,f1-score,support
0.0,0.9615384615384616,0.37650602409638556,0.5411255411255412,332.0
1.0,0.7496977025392987,0.992,0.8539944903581268,625.0
accuracy,0.7784743991640544,0.7784743991640544,0.7784743991640544,0.7784743991640544
macro avg,0.8556180820388801,0.6842530120481928,0.697560015741834,957.0
weighted avg,0.8231889585348285,0.7784743991640544,0.7454547921917544,957.0
