,precision,recall,f1-score,support
0.0,1.0,0.9795918367346939,0.9896907216494846,49.0
1.0,0.9038461538461539,0.94,0.9215686274509804,50.0
2.0,0.9183673469387755,0.9,0.9090909090909091,50.0
accuracy,0.9395973154362416,0.9395973154362416,0.9395973154362416,0.9395973154362416
macro avg,0.9407378335949764,0.9398639455782313,0.940116752730458,149.0
weighted avg,0.9403401009345401,0.9395973154362416,0.9397840415296591,149.0
