,precision,recall,f1-score,support
0.0,0.9607843137254902,1.0,0.98,49.0
1.0,0.7796610169491526,0.92,0.8440366972477064,50.0
2.0,0.9230769230769231,0.72,0.8089887640449438,50.0
accuracy,0.8791946308724832,0.8791946308724832,0.8791946308724832,0.8791946308724832
macro avg,0.887840751250522,0.8799999999999999,0.8776751537642168,149.0
weighted avg,0.8873511971399517,0.8791946308724832,0.8769884098297485,149.0
