,precision,recall,f1-score,support
0.0,1.0,1.0,1.0,49.0
1.0,0.9166666666666666,0.88,0.8979591836734694,50.0
2.0,0.8846153846153846,0.92,0.9019607843137256,50.0
accuracy,0.9328859060402684,0.9328859060402684,0.9328859060402684,0.9328859060402684
macro avg,0.9337606837606837,0.9333333333333332,0.9333066559957318,149.0
weighted avg,0.9333161245912922,0.9328859060402684,0.9328590496601324,149.0
