,precision,recall,f1-score,support
0.0,1.0,0.9183673469387755,0.9574468085106383,49.0
1.0,0.8490566037735849,0.9,0.8737864077669903,50.0
2.0,0.8235294117647058,0.84,0.8316831683168315,50.0
accuracy,0.8859060402684564,0.8859060402684564,0.8859060402684564,0.8859060402684564
macro avg,0.8908620051794301,0.8861224489795919,0.8876387948648201,149.0
weighted avg,0.8901295354155337,0.8859060402684564,0.8871702847061232,149.0
