,precision,recall,f1-score,support
0.0,1.0,1.0,1.0,49.0
1.0,0.8269230769230769,0.86,0.8431372549019608,50.0
2.0,0.8541666666666666,0.82,0.836734693877551,50.0
accuracy,0.8926174496644296,0.8926174496644296,0.8926174496644296,0.8926174496644296
macro avg,0.8936965811965812,0.8933333333333332,0.8932906495931706,149.0
weighted avg,0.8929831354327998,0.8926174496644296,0.892574479456212,149.0
