,precision,recall,f1-score,support
0.0,1.0,1.0,1.0,62.0
1.0,1.0,1.0,1.0,63.0
2.0,1.0,1.0,1.0,63.0
3.0,1.0,1.0,1.0,63.0
4.0,1.0,1.0,1.0,63.0
5.0,1.0,1.0,1.0,63.0
6.0,1.0,1.0,1.0,63.0
7.0,1.0,1.0,1.0,63.0
8.0,1.0,1.0,1.0,63.0
9.0,1.0,1.0,1.0,63.0
10.0,1.0,1.0,1.0,63.0
11.0,1.0,1.0,1.0,63.0
12.0,1.0,1.0,1.0,63.0
13.0,1.0,1.0,1.0,63.0
14.0,1.0,1.0,1.0,63.0
accuracy,1.0,1.0,1.0,1.0
macro avg,1.0,1.0,1.0,944.0
weighted avg,1.0,1.0,1.0,944.0
