,precision,recall,f1-score,support
0.0,0.7540983606557377,0.7931034482758621,0.7731092436974789,58.0
1.0,0.7428571428571429,0.7323943661971831,0.7375886524822696,71.0
2.0,0.8260869565217391,0.7916666666666666,0.8085106382978724,48.0
accuracy,0.768361581920904,0.768361581920904,0.768361581920904,0.768361581920904
macro avg,0.7743474866782066,0.7723881603799039,0.7730695114925403,177.0
weighted avg,0.7691115026775898,0.768361581920904,0.7684612491468519,177.0
