,precision,recall,f1-score,support
0.0,0.8032786885245902,0.8448275862068966,0.823529411764706,58.0
1.0,0.6823529411764706,0.8169014084507042,0.7435897435897436,71.0
2.0,0.8387096774193549,0.5416666666666666,0.6582278481012658,48.0
accuracy,0.751412429378531,0.751412429378531,0.751412429378531,0.751412429378531
macro avg,0.7747804357068052,0.7344652204414225,0.7417823344852384,177.0
weighted avg,0.7643801540908739,0.751412429378531,0.7466356744976582,177.0
