,precision,recall,f1-score,support
0.0,0.39080459770114945,0.5862068965517241,0.46896551724137925,58.0
1.0,0.4520547945205479,0.4647887323943662,0.4583333333333333,71.0
2.0,0.35294117647058826,0.125,0.18461538461538463,48.0
accuracy,0.4124293785310734,0.4124293785310734,0.4124293785310734,0.4124293785310734
macro avg,0.3986001895640952,0.3919985429820301,0.3706380783966991,177.0
weighted avg,0.40510583925544524,0.4124293785310734,0.38758872953788204,177.0
