,precision,recall,f1-score,support
0.0,0.7741935483870968,0.8275862068965517,0.7999999999999999,58.0
1.0,0.7532467532467533,0.8169014084507042,0.7837837837837838,71.0
2.0,0.9210526315789473,0.7291666666666666,0.8139534883720931,48.0
accuracy,0.7966101694915254,0.7966101694915254,0.7966101694915254,0.7966101694915254
macro avg,0.8161643110709326,0.7912180940046408,0.7992457573852922,177.0
weighted avg,0.8056173536879128,0.7966101694915254,0.7972791869520289,177.0
